image_name,feature_polarity,line_id,n_sections,valid_fraction,center_nm,CD_mean_nm,CD_median_nm,LWR_sigma_nm,LWR_3sigma_nm,LER_left_sigma_nm,LER_right_sigma_nm,LER_avg_sigma_nm,LER_avg_3sigma_nm,threshold_score,initial_width_nm
fig 005(1).tif,dark,1,579,0.885321100917431,49.7028559522412,27.2660654205819,28.1490137833132,5.35518971126735,16.065569133802,10.8258294586247,7.3236725398321,9.0747509992284,27.2242529976852,0.707197947594428,20.2898550724638
fig 005(1).tif,dark,2,592,0.90519877675841,92.7140293416705,17.1705429803456,17.4921511434251,2.09989777062215,6.29969331186646,1.23688789958484,1.71906298202989,1.47797544080736,4.43392632242209,0.70481338286324,17.3913043478261
fig 005(1).tif,dark,3,582,0.889908256880734,145.103974926078,37.4010627824273,41.3341643049873,13.5770294843398,40.7310884530195,15.1547673771562,7.51718744271494,11.3359774099356,34.0079322298068,0.726205003193654,18.1159420289855
fig 005(1).tif,dark,4,600,0.917431192660551,193.64612149415,13.8965881994915,13.7653527059226,1.90015340823639,5.70046022470917,1.30898305704483,1.1549696996467,1.23197637834576,3.69592913503729,0.718654216837469,13.768115942029
fig 005(1).tif,dark,5,453,0.692660550458716,224.726928422671,17.8014425777009,15.8064632663306,9.77572783256421,29.3271834976926,6.89105985792971,10.0288545325579,8.45995719524381,25.3798715857314,0.704646644389227,3.6231884057971
fig 005(1).tif,dark,6,599,0.915902140672783,245.906713672527,34.3351765188105,34.3160744658836,11.8019583808387,35.4058751425161,18.0085904731152,9.96456434346967,13.9865774082924,41.9597322248773,0.724963373353497,21.0144927536232
fig 005(1).tif,dark,7,589,0.900611620795107,293.556157750398,20.8303012011876,21.0036571368377,1.94464273889553,5.83392821668659,1.35474213410195,1.42134498118498,1.38804355764347,4.1641306729304,0.696499959110538,20.2898550724638
fig 005(1).tif,dark,8,581,0.888379204892966,345.111981658383,32.9267060302706,36.1932627372017,11.1515867756018,33.4547603268053,13.4577550917948,8.25920039090028,10.8584777413475,32.5754332240426,0.736885836524937,17.3913043478261
fig 005(1).tif,dark,9,603,0.922018348623853,393.446017797636,15.1411872616635,15.0530903984372,1.90048295370249,5.70144886110748,1.28583262239471,1.54280896277572,1.41432079258522,4.24296237775565,0.712304529512318,15.2173913043478
fig 005(1).tif,dark,10,589,0.900611620795107,445.702210617278,32.7553407108214,34.6885992877208,12.1943304446168,36.5829913338504,18.0660270196518,9.9384779688228,14.0022524942373,42.0067574827118,0.734512235167652,18.1159420289855
fig 005(1).tif,dark,11,584,0.892966360856269,493.066123846965,17.3766670961694,17.6070818412434,1.41697049874502,4.25091149623506,1.01602160720934,1.23437882130624,1.12520021425779,3.37560064277337,0.702812524286197,16.6666666666667
fig 005(1).tif,dark,12,592,0.90519877675841,545.129177062566,32.3392722541565,35.7699745775716,12.1409799696467,36.4229399089401,18.0362705068784,10.8110303752583,14.4236504410683,43.2709513232049,0.732787933183281,18.1159420289855
fig 005(1).tif,dark,13,601,0.918960244648318,591.915435939405,15.7306606070023,15.9359031448812,1.86296900800709,5.58890702402128,1.15559406085624,1.46146786210724,1.30853096148174,3.92559288444521,0.713362072973734,15.9420289855072
fig 005(1).tif,dark,14,551,0.842507645259939,644.555793049271,32.0010635841731,33.8742445970397,11.0490421542379,33.1471264627136,9.57495225613838,3.90859404943742,6.7417731527879,20.2253194583637,0.733023285232995,14.4927536231884
fig 005(1).tif,dark,15,591,0.903669724770642,692.296814790813,20.0662038961813,20.297956075582,1.90967457548138,5.72902372644414,1.17966645580916,1.22451253058078,1.20208949319497,3.60626847958492,0.681007959626567,19.5652173913043
fig 005(1).tif,dark,16,457,0.698776758409786,693.050030296314,25.1418894857617,25.3524572815145,8.18167933438771,24.5450380031631,7.55165956727559,5.38810263867559,6.46988110297559,19.4096433089268,0.43655083463846,12.3188405797101
fig 008(1).tif,dark,1,579,0.885321100917431,49.7028559522412,27.2660654205819,28.1490137833132,5.35518971126735,16.065569133802,10.8258294586247,7.3236725398321,9.0747509992284,27.2242529976852,0.707197947594428,20.2898550724638
fig 008(1).tif,dark,2,592,0.90519877675841,92.7140293416705,17.1705429803456,17.4921511434251,2.09989777062215,6.29969331186646,1.23688789958484,1.71906298202989,1.47797544080736,4.43392632242209,0.70481338286324,17.3913043478261
fig 008(1).tif,dark,3,582,0.889908256880734,145.103974926078,37.4010627824273,41.3341643049873,13.5770294843398,40.7310884530195,15.1547673771562,7.51718744271494,11.3359774099356,34.0079322298068,0.726205003193654,18.1159420289855
fig 008(1).tif,dark,4,600,0.917431192660551,193.64612149415,13.8965881994915,13.7653527059226,1.90015340823639,5.70046022470917,1.30898305704483,1.1549696996467,1.23197637834576,3.69592913503729,0.718654216837469,13.768115942029
fig 008(1).tif,dark,5,453,0.692660550458716,224.726928422671,17.8014425777009,15.8064632663306,9.77572783256421,29.3271834976926,6.89105985792971,10.0288545325579,8.45995719524381,25.3798715857314,0.704646644389227,3.6231884057971
fig 008(1).tif,dark,6,599,0.915902140672783,245.906713672527,34.3351765188105,34.3160744658836,11.8019583808387,35.4058751425161,18.0085904731152,9.96456434346967,13.9865774082924,41.9597322248773,0.724963373353497,21.0144927536232
fig 008(1).tif,dark,7,589,0.900611620795107,293.556157750398,20.8303012011876,21.0036571368377,1.94464273889553,5.83392821668659,1.35474213410195,1.42134498118498,1.38804355764347,4.1641306729304,0.696499959110538,20.2898550724638
fig 008(1).tif,dark,8,581,0.888379204892966,345.111981658383,32.9267060302706,36.1932627372017,11.1515867756018,33.4547603268053,13.4577550917948,8.25920039090028,10.8584777413475,32.5754332240426,0.736885836524937,17.3913043478261
fig 008(1).tif,dark,9,603,0.922018348623853,393.446017797636,15.1411872616635,15.0530903984372,1.90048295370249,5.70144886110748,1.28583262239471,1.54280896277572,1.41432079258522,4.24296237775565,0.712304529512318,15.2173913043478
fig 008(1).tif,dark,10,589,0.900611620795107,445.702210617278,32.7553407108214,34.6885992877208,12.1943304446168,36.5829913338504,18.0660270196518,9.9384779688228,14.0022524942373,42.0067574827118,0.734512235167652,18.1159420289855
fig 008(1).tif,dark,11,584,0.892966360856269,493.066123846965,17.3766670961694,17.6070818412434,1.41697049874502,4.25091149623506,1.01602160720934,1.23437882130624,1.12520021425779,3.37560064277337,0.702812524286197,16.6666666666667
fig 008(1).tif,dark,12,592,0.90519877675841,545.129177062566,32.3392722541565,35.7699745775716,12.1409799696467,36.4229399089401,18.0362705068784,10.8110303752583,14.4236504410683,43.2709513232049,0.732787933183281,18.1159420289855
fig 008(1).tif,dark,13,601,0.918960244648318,591.915435939405,15.7306606070023,15.9359031448812,1.86296900800709,5.58890702402128,1.15559406085624,1.46146786210724,1.30853096148174,3.92559288444521,0.713362072973734,15.9420289855072
fig 008(1).tif,dark,14,551,0.842507645259939,644.555793049271,32.0010635841731,33.8742445970397,11.0490421542379,33.1471264627136,9.57495225613838,3.90859404943742,6.7417731527879,20.2253194583637,0.733023285232995,14.4927536231884
fig 008(1).tif,dark,15,591,0.903669724770642,692.296814790813,20.0662038961813,20.297956075582,1.90967457548138,5.72902372644414,1.17966645580916,1.22451253058078,1.20208949319497,3.60626847958492,0.681007959626567,19.5652173913043
